ipo_name,date,text
Hindustan Aeron,28-03-18,"IPO Name: Hindustan Aeron
Date Opened: 28-03-18
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.73
HNI subscription: 0.03
RII subscription: 0.39
CMP (BSE): 
Current Gains: "
Bandhan Bank,27-03-18,"IPO Name: Bandhan Bank
Date Opened: 27-03-18
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 38.67
HNI subscription: 13.89
RII subscription: 1.2
CMP (BSE): 
Current Gains: "
Bharat Dynamics,23-03-18,"IPO Name: Bharat Dynamics
Date Opened: 23-03-18
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.5
HNI subscription: 0.5
RII subscription: 1.41
CMP (BSE): 
Current Gains: "
HG Infra Engg,09-03-18,"IPO Name: HG Infra Engg
Date Opened: 09-03-18
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 8.37
HNI subscription: 4.97
RII subscription: 3.08
CMP (BSE): 
Current Gains: "
Aster DM Health,26-02-18,"IPO Name: Aster DM Health
Date Opened: 26-02-18
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 2.1
HNI subscription: 0.55
RII subscription: 1.18
CMP (BSE): 
Current Gains: "
Galaxy Surfacta,08-02-18,"IPO Name: Galaxy Surfacta
Date Opened: 08-02-18
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 54.67
HNI subscription: 6.96
RII subscription: 6.0
CMP (BSE): 
Current Gains: "
Amber Enterpris,30-01-18,"IPO Name: Amber Enterpris
Date Opened: 30-01-18
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 174.99
HNI subscription: 519.26
RII subscription: 11.65
CMP (BSE): 
Current Gains: "
Newgen Software,29-01-18,"IPO Name: Newgen Software
Date Opened: 29-01-18
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 15.62
HNI subscription: 5.52
RII subscription: 5.18
CMP (BSE): 
Current Gains: "
Apollo Micro Sy,22-01-18,"IPO Name: Apollo Micro Sy
Date Opened: 22-01-18
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 101.93
HNI subscription: 958.07
RII subscription: 40.19
CMP (BSE): 
Current Gains: "
Astron Paper & ,29-12-17,"IPO Name: Astron Paper & 
Date Opened: 29-12-17
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 103.35
HNI subscription: 396.99
RII subscription: 77.93
CMP (BSE): 
Current Gains: "
Future Supply,18-12-17,"IPO Name: Future Supply
Date Opened: 18-12-17
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 12.36
HNI subscription: 11.15
RII subscription: 3.28
CMP (BSE): 
Current Gains: "
Shalby ,15-12-17,"IPO Name: Shalby 
Date Opened: 15-12-17
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 4.34
HNI subscription: 0.42
RII subscription: 2.98
CMP (BSE): 
Current Gains: "
HDFC Life,17-11-17,"IPO Name: HDFC Life
Date Opened: 17-11-17
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 16.6
HNI subscription: 2.29
RII subscription: 0.9
CMP (BSE): 
Current Gains: "
Khadim India,14-11-17,"IPO Name: Khadim India
Date Opened: 14-11-17
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 2.45
HNI subscription: 0.18
RII subscription: 2.34
CMP (BSE): 
Current Gains: "
Mahindra Logist,10-11-17,"IPO Name: Mahindra Logist
Date Opened: 10-11-17
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 15.61
HNI subscription: 2.07
RII subscription: 6.11
CMP (BSE): 
Current Gains: "
Nippon,06-11-17,"IPO Name: Nippon
Date Opened: 06-11-17
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 118.41
HNI subscription: 209.44
RII subscription: 5.23
CMP (BSE): 
Current Gains: "
General Insuran,25-10-17,"IPO Name: General Insuran
Date Opened: 25-10-17
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 2.25
HNI subscription: 0.22
RII subscription: 0.63
CMP (BSE): 
Current Gains: "
IEX,23-10-17,"IPO Name: IEX
Date Opened: 23-10-17
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 2.56
HNI subscription: 0.85
RII subscription: 2.61
CMP (BSE): 
Current Gains: "
Godrej Agrovet,16-10-17,"IPO Name: Godrej Agrovet
Date Opened: 16-10-17
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 150.96
HNI subscription: 236.04
RII subscription: 7.67
CMP (BSE): 
Current Gains: "
Prataap Snacks ,05-10-17,"IPO Name: Prataap Snacks 
Date Opened: 05-10-17
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 76.89
HNI subscription: 101.15
RII subscription: 7.62
CMP (BSE): 
Current Gains: "
SBI Life Insura,03-10-17,"IPO Name: SBI Life Insura
Date Opened: 03-10-17
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 12.56
HNI subscription: 0.7
RII subscription: 0.81
CMP (BSE): 
Current Gains: "
ICICI Lombard ,27-09-17,"IPO Name: ICICI Lombard 
Date Opened: 27-09-17
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 8.93
HNI subscription: 0.83
RII subscription: 1.23
CMP (BSE): 
Current Gains: "
Capacite Infra,25-09-17,"IPO Name: Capacite Infra
Date Opened: 25-09-17
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 131.32
HNI subscription: 638.05
RII subscription: 17.57
CMP (BSE): 
Current Gains: "
Matrimony.com,21-09-17,"IPO Name: Matrimony.com
Date Opened: 21-09-17
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.88
HNI subscription: 0.41
RII subscription: 18.16
CMP (BSE): 
Current Gains: "
Bharat Road Net,18-09-17,"IPO Name: Bharat Road Net
Date Opened: 18-09-17
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.33
HNI subscription: 1.63
RII subscription: 5.16
CMP (BSE): 
Current Gains: "
Dixon Technolog,18-09-17,"IPO Name: Dixon Technolog
Date Opened: 18-09-17
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 134.66
HNI subscription: 345.62
RII subscription: 9.46
CMP (BSE): 
Current Gains: "
Apex Frozen,04-09-17,"IPO Name: Apex Frozen
Date Opened: 04-09-17
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.91
HNI subscription: 7.82
RII subscription: 8.53
CMP (BSE): 
Current Gains: "
Cochin Shipyard,11-08-17,"IPO Name: Cochin Shipyard
Date Opened: 11-08-17
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 63.51
HNI subscription: 288.87
RII subscription: 8.12
CMP (BSE): 
Current Gains: "
SIS,10-08-17,"IPO Name: SIS
Date Opened: 10-08-17
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 5.64
HNI subscription: 1.65
RII subscription: 18.67
CMP (BSE): 
Current Gains: "
Salasar Techno ,25-07-17,"IPO Name: Salasar Techno 
Date Opened: 25-07-17
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.0
HNI subscription: 487.18
RII subscription: 58.59
CMP (BSE): 
Current Gains: "
AU Small Financ,10-07-17,"IPO Name: AU Small Financ
Date Opened: 10-07-17
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 78.77
HNI subscription: 143.51
RII subscription: 3.52
CMP (BSE): 
Current Gains: "
GTPL Hathway,04-07-17,"IPO Name: GTPL Hathway
Date Opened: 04-07-17
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.48
HNI subscription: 2.48
RII subscription: 0.99
CMP (BSE): 
Current Gains: "
CDSL,30-06-17,"IPO Name: CDSL
Date Opened: 30-06-17
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 148.71
HNI subscription: 563.03
RII subscription: 23.83
CMP (BSE): 
Current Gains: "
Eris Life,29-06-17,"IPO Name: Eris Life
Date Opened: 29-06-17
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 4.68
HNI subscription: 0.45
RII subscription: 3.51
CMP (BSE): 
Current Gains: "
Tejas Networks,27-06-17,"IPO Name: Tejas Networks
Date Opened: 27-06-17
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 2.16
HNI subscription: 0.48
RII subscription: 3.1
CMP (BSE): 
Current Gains: "
IndiGrid InvIT ,06-06-17,"IPO Name: IndiGrid InvIT 
Date Opened: 06-06-17
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.14
HNI subscription: 1.6
RII subscription: 0.0
CMP (BSE): 
Current Gains: "
PSP Projects,29-05-17,"IPO Name: PSP Projects
Date Opened: 29-05-17
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 8.38
HNI subscription: 10.39
RII subscription: 6.47
CMP (BSE): 
Current Gains: "
HUDCO,19-05-17,"IPO Name: HUDCO
Date Opened: 19-05-17
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 55.45
HNI subscription: 330.36
RII subscription: 10.79
CMP (BSE): 
Current Gains: "
S Chand and Co,09-05-17,"IPO Name: S Chand and Co
Date Opened: 09-05-17
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 44.27
HNI subscription: 204.65
RII subscription: 6.07
CMP (BSE): 
Current Gains: "
Shankara Buildi,05-04-17,"IPO Name: Shankara Buildi
Date Opened: 05-04-17
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 51.62
HNI subscription: 90.68
RII subscription: 15.35
CMP (BSE): 
Current Gains: "
CL Educate,31-03-17,"IPO Name: CL Educate
Date Opened: 31-03-17
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 3.65
HNI subscription: 0.21
RII subscription: 1.63
CMP (BSE): 
Current Gains: "
Avenue Supermar,21-03-17,"IPO Name: Avenue Supermar
Date Opened: 21-03-17
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 144.61
HNI subscription: 277.74
RII subscription: 7.3
CMP (BSE): 
Current Gains: "
Music Broadcast,17-03-17,"IPO Name: Music Broadcast
Date Opened: 17-03-17
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 39.78
HNI subscription: 109.13
RII subscription: 9.85
CMP (BSE): 
Current Gains: "
BSE Limited,03-02-17,"IPO Name: BSE Limited
Date Opened: 03-02-17
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 48.64
HNI subscription: 159.03
RII subscription: 6.48
CMP (BSE): 
Current Gains: "
Laurus Labs,19-12-16,"IPO Name: Laurus Labs
Date Opened: 19-12-16
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 10.54
HNI subscription: 3.57
RII subscription: 1.58
CMP (BSE): 
Current Gains: "
Sheela Foam,09-12-16,"IPO Name: Sheela Foam
Date Opened: 09-12-16
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 14.51
HNI subscription: 3.35
RII subscription: 0.44
CMP (BSE): 
Current Gains: "
Varun Beverages,08-11-16,"IPO Name: Varun Beverages
Date Opened: 08-11-16
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 4.94
HNI subscription: 0.42
RII subscription: 0.82
CMP (BSE): 
Current Gains: "
PNB Housing Fin,07-11-16,"IPO Name: PNB Housing Fin
Date Opened: 07-11-16
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 37.33
HNI subscription: 86.17
RII subscription: 1.32
CMP (BSE): 
Current Gains: "
Endurance Techn,19-10-16,"IPO Name: Endurance Techn
Date Opened: 19-10-16
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.7
HNI subscription: 0.13
RII subscription: 0.82
CMP (BSE): 
Current Gains: "
HPL Electric & ,04-10-16,"IPO Name: HPL Electric & 
Date Opened: 04-10-16
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 5.77
HNI subscription: 22.2
RII subscription: 3.31
CMP (BSE): 
Current Gains: "
ICICI Prudentia,29-09-16,"IPO Name: ICICI Prudentia
Date Opened: 29-09-16
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 11.83
HNI subscription: 28.55
RII subscription: 1.42
CMP (BSE): 
Current Gains: "
GNA Axles,27-09-16,"IPO Name: GNA Axles
Date Opened: 27-09-16
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 17.18
HNI subscription: 217.47
RII subscription: 11.84
CMP (BSE): 
Current Gains: "
L&T Technology,23-09-16,"IPO Name: L&T Technology
Date Opened: 23-09-16
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 5.01
HNI subscription: 1.03
RII subscription: 1.74
CMP (BSE): 
Current Gains: "
RBL Bank,31-08-16,"IPO Name: RBL Bank
Date Opened: 31-08-16
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 85.08
HNI subscription: 198.06
RII subscription: 5.7
CMP (BSE): 
Current Gains: "
S P Apparels,12-08-16,"IPO Name: S P Apparels
Date Opened: 12-08-16
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.0
HNI subscription: 0.45
RII subscription: 0.54
CMP (BSE): 
Current Gains: "
Dilip Buildcon,11-08-16,"IPO Name: Dilip Buildcon
Date Opened: 11-08-16
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.0
HNI subscription: 0.0
RII subscription: 0.0
CMP (BSE): 
Current Gains: "
Advanced Enzyme,01-08-16,"IPO Name: Advanced Enzyme
Date Opened: 01-08-16
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 94.03
HNI subscription: 393.1
RII subscription: 11.67
CMP (BSE): 
Current Gains: "
L&T Infotech,21-07-16,"IPO Name: L&T Infotech
Date Opened: 21-07-16
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 19.91
HNI subscription: 10.76
RII subscription: 7.39
CMP (BSE): 
Current Gains: "
Quess Corp,12-07-16,"IPO Name: Quess Corp
Date Opened: 12-07-16
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 59.02
HNI subscription: 392.21
RII subscription: 31.23
CMP (BSE): 
Current Gains: "
Mahanagar Gas,01-07-16,"IPO Name: Mahanagar Gas
Date Opened: 01-07-16
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 72.84
HNI subscription: 191.61
RII subscription: 6.82
CMP (BSE): 
Current Gains: "
Parag Milk Food,19-05-16,"IPO Name: Parag Milk Food
Date Opened: 19-05-16
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.15
HNI subscription: 3.08
RII subscription: 2.12
CMP (BSE): 
Current Gains: "
Ujjivan Financi,10-05-16,"IPO Name: Ujjivan Financi
Date Opened: 10-05-16
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 33.84
HNI subscription: 135.45
RII subscription: 4.02
CMP (BSE): 
Current Gains: "
Thyrocare Techn,09-05-16,"IPO Name: Thyrocare Techn
Date Opened: 09-05-16
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 73.18
HNI subscription: 225.3
RII subscription: 8.73
CMP (BSE): 
Current Gains: "
Equitas Holding,21-04-16,"IPO Name: Equitas Holding
Date Opened: 21-04-16
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 14.93
HNI subscription: 57.29
RII subscription: 1.4
CMP (BSE): 
Current Gains: "
Bharat Wire Rop,01-04-16,"IPO Name: Bharat Wire Rop
Date Opened: 01-04-16
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.01
HNI subscription: 2.02
RII subscription: 2.08
CMP (BSE): 
Current Gains: "
Quick Heal Tech,18-02-16,"IPO Name: Quick Heal Tech
Date Opened: 18-02-16
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 4.34
HNI subscription: 36.69
RII subscription: 3.82
CMP (BSE): 
Current Gains: "
TeamLease Ser.,12-02-16,"IPO Name: TeamLease Ser.
Date Opened: 12-02-16
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 26.97
HNI subscription: 185.24
RII subscription: 10.61
CMP (BSE): 
Current Gains: "
Precision Camsh,08-02-16,"IPO Name: Precision Camsh
Date Opened: 08-02-16
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 2.62
HNI subscription: 0.73
RII subscription: 2.01
CMP (BSE): 
Current Gains: "
Narayana Hruda,06-01-16,"IPO Name: Narayana Hruda
Date Opened: 06-01-16
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.01
HNI subscription: 0.01
RII subscription: 0.13
CMP (BSE): 
Current Gains: "
Alkem Lab,23-12-15,"IPO Name: Alkem Lab
Date Opened: 23-12-15
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 57.19
HNI subscription: 129.96
RII subscription: 3.17
CMP (BSE): 
Current Gains: "
Dr Lal PathLab,23-12-15,"IPO Name: Dr Lal PathLab
Date Opened: 23-12-15
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 63.56
HNI subscription: 61.28
RII subscription: 4.24
CMP (BSE): 
Current Gains: "
S H Kelkar,16-11-15,"IPO Name: S H Kelkar
Date Opened: 16-11-15
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.0
HNI subscription: 0.0
RII subscription: 0.0
CMP (BSE): 
Current Gains: "
Interglobe Avi,10-11-15,"IPO Name: Interglobe Avi
Date Opened: 10-11-15
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 17.8
HNI subscription: 3.57
RII subscription: 0.92
CMP (BSE): 
Current Gains: "
Coffee Day,02-11-15,"IPO Name: Coffee Day
Date Opened: 02-11-15
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 4.39
HNI subscription: 0.54
RII subscription: 0.9
CMP (BSE): 
Current Gains: "
Prabhat Dairy,21-09-15,"IPO Name: Prabhat Dairy
Date Opened: 21-09-15
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.88
HNI subscription: 1.42
RII subscription: 0.34
CMP (BSE): 
Current Gains: "
Sadbhav Infra,16-09-15,"IPO Name: Sadbhav Infra
Date Opened: 16-09-15
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 3.04
HNI subscription: 1.66
RII subscription: 1.69
CMP (BSE): 
Current Gains: "
Pennar Eng,10-09-15,"IPO Name: Pennar Eng
Date Opened: 10-09-15
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.0
HNI subscription: 0.04
RII subscription: 0.11
CMP (BSE): 
Current Gains: "
Shree Pushkar,10-09-15,"IPO Name: Shree Pushkar
Date Opened: 10-09-15
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.97
HNI subscription: 2.09
RII subscription: 1.54
CMP (BSE): 
Current Gains: "
Navkar Corp,09-09-15,"IPO Name: Navkar Corp
Date Opened: 09-09-15
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 6.47
HNI subscription: 0.9
RII subscription: 1.62
CMP (BSE): 
Current Gains: "
Power Mech,26-08-15,"IPO Name: Power Mech
Date Opened: 26-08-15
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 27.53
HNI subscription: 133.22
RII subscription: 3.42
CMP (BSE): 
Current Gains: "
Syngene Intl,11-08-15,"IPO Name: Syngene Intl
Date Opened: 11-08-15
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 51.47
HNI subscription: 90.24
RII subscription: 4.78
CMP (BSE): 
Current Gains: "
Manpasand Bever,09-07-15,"IPO Name: Manpasand Bever
Date Opened: 09-07-15
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.99
HNI subscription: 0.38
RII subscription: 1.16
CMP (BSE): 
Current Gains: "
PNC Infratech,26-05-15,"IPO Name: PNC Infratech
Date Opened: 26-05-15
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 4.51
HNI subscription: 0.65
RII subscription: 0.28
CMP (BSE): 
Current Gains: "
UFO Moviez,14-05-15,"IPO Name: UFO Moviez
Date Opened: 14-05-15
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 4.49
HNI subscription: 1.17
RII subscription: 1.02
CMP (BSE): 
Current Gains: "
MEP Infra,06-05-15,"IPO Name: MEP Infra
Date Opened: 06-05-15
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.02
HNI subscription: 1.51
RII subscription: 0.97
CMP (BSE): 
Current Gains: "
VRL Logistics,30-04-15,"IPO Name: VRL Logistics
Date Opened: 30-04-15
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 58.22
HNI subscription: 250.86
RII subscription: 7.92
CMP (BSE): 
Current Gains: "
Inox Wind,09-04-15,"IPO Name: Inox Wind
Date Opened: 09-04-15
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 35.68
HNI subscription: 35.38
RII subscription: 2.15
CMP (BSE): 
Current Gains: "
Imagicaaworld,06-04-15,"IPO Name: Imagicaaworld
Date Opened: 06-04-15
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.17
HNI subscription: 0.49
RII subscription: 1.37
CMP (BSE): 
Current Gains: "
Ortel Comm,19-03-15,"IPO Name: Ortel Comm
Date Opened: 19-03-15
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.01
HNI subscription: 0.09
RII subscription: 0.39
CMP (BSE): 
Current Gains: "
Monte Carlo,19-12-14,"IPO Name: Monte Carlo
Date Opened: 19-12-14
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 13.96
HNI subscription: 1.71
RII subscription: 6.96
CMP (BSE): 
Current Gains: "
Shemaroo Ent,01-10-14,"IPO Name: Shemaroo Ent
Date Opened: 01-10-14
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 5.69
HNI subscription: 8.64
RII subscription: 7.79
CMP (BSE): 
Current Gains: "
Sharda Crop,23-09-14,"IPO Name: Sharda Crop
Date Opened: 23-09-14
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 32.06
HNI subscription: 251.35
RII subscription: 5.85
CMP (BSE): 
Current Gains: "
Snowman Logist,12-09-14,"IPO Name: Snowman Logist
Date Opened: 12-09-14
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 16.98
HNI subscription: 221.79
RII subscription: 41.26
CMP (BSE): 
Current Gains: "
Wonderla,09-05-14,"IPO Name: Wonderla
Date Opened: 09-05-14
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 16.71
HNI subscription: 159.04
RII subscription: 7.56
CMP (BSE): 
Current Gains: "
Just Dial,05-06-13,"IPO Name: Just Dial
Date Opened: 05-06-13
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 10.12
HNI subscription: 22.34
RII subscription: 3.53
CMP (BSE): 
Current Gains: "
Repco Home,01-04-13,"IPO Name: Repco Home
Date Opened: 01-04-13
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 3.39
HNI subscription: 0.35
RII subscription: 0.51
CMP (BSE): 
Current Gains: "
INDUS TOWERS,28-12-12,"IPO Name: INDUS TOWERS
Date Opened: 28-12-12
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 2.84
HNI subscription: 0.1
RII subscription: 0.06
CMP (BSE): 
Current Gains: "
PC Jeweller,27-12-12,"IPO Name: PC Jeweller
Date Opened: 27-12-12
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 7.33
HNI subscription: 18.12
RII subscription: 1.68
CMP (BSE): 
Current Gains: "
CARE Ratings,26-12-12,"IPO Name: CARE Ratings
Date Opened: 26-12-12
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 45.8
HNI subscription: 110.96
RII subscription: 6.18
CMP (BSE): 
Current Gains: "
Tara Jewels,06-12-12,"IPO Name: Tara Jewels
Date Opened: 06-12-12
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.49
HNI subscription: 3.1
RII subscription: 2.05
CMP (BSE): 
Current Gains: "
