ipo_name,date,text
VKS Projects,18-07-12,"IPO Name: VKS Projects
Date Opened: 18-07-12
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.15
HNI subscription: 0.38
RII subscription: 1.13
CMP (BSE): 
Current Gains: "
Speciality Rest,30-05-12,"IPO Name: Speciality Rest
Date Opened: 30-05-12
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 4.68
HNI subscription: 2.19
RII subscription: 0.55
CMP (BSE): 
Current Gains: "
Tribhovandas,09-05-12,"IPO Name: Tribhovandas
Date Opened: 09-05-12
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.29
HNI subscription: 1.91
RII subscription: 0.68
CMP (BSE): 
Current Gains: "
MT Educare,12-04-12,"IPO Name: MT Educare
Date Opened: 12-04-12
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 6.01
HNI subscription: 8.0
RII subscription: 2.17
CMP (BSE): 
Current Gains: "
NBCC (India),12-04-12,"IPO Name: NBCC (India)
Date Opened: 12-04-12
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 7.07
HNI subscription: 1.7
RII subscription: 3.4
CMP (BSE): 
Current Gains: "
Olympic Cards,28-03-12,"IPO Name: Olympic Cards
Date Opened: 28-03-12
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.0
HNI subscription: 3.43
RII subscription: 1.36
CMP (BSE): 
Current Gains: "
MCX India,09-03-12,"IPO Name: MCX India
Date Opened: 09-03-12
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 49.12
HNI subscription: 150.35
RII subscription: 24.14
CMP (BSE): 
Current Gains: "
Indo Thai Secu,02-11-11,"IPO Name: Indo Thai Secu
Date Opened: 02-11-11
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.0
HNI subscription: 0.02
RII subscription: 3.31
CMP (BSE): 
Current Gains: "
Vaswani Ind,24-10-11,"IPO Name: Vaswani Ind
Date Opened: 24-10-11
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.16
HNI subscription: 11.29
RII subscription: 6.82
CMP (BSE): 
Current Gains: "
Ujaas Energy,20-10-11,"IPO Name: Ujaas Energy
Date Opened: 20-10-11
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.03
HNI subscription: 1.56
RII subscription: 2.35
CMP (BSE): 
Current Gains: "
Taksheel Solut,19-10-11,"IPO Name: Taksheel Solut
Date Opened: 19-10-11
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.24
HNI subscription: 4.7
RII subscription: 6.18
CMP (BSE): 
Current Gains: "
Flexituff Ventu,19-10-11,"IPO Name: Flexituff Ventu
Date Opened: 19-10-11
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.51
HNI subscription: 1.55
RII subscription: 1.55
CMP (BSE): 
Current Gains: "
Onelife Capital,17-10-11,"IPO Name: Onelife Capital
Date Opened: 17-10-11
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.02
HNI subscription: 0.93
RII subscription: 2.32
CMP (BSE): 
Current Gains: "
Setubandhan Inf,04-10-11,"IPO Name: Setubandhan Inf
Date Opened: 04-10-11
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.31
HNI subscription: 2.76
RII subscription: 4.68
CMP (BSE): 
Current Gains: "
PG Electroplast,26-09-11,"IPO Name: PG Electroplast
Date Opened: 26-09-11
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.98
HNI subscription: 1.84
RII subscription: 1.64
CMP (BSE): 
Current Gains: "
SRS,16-09-11,"IPO Name: SRS
Date Opened: 16-09-11
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.74
HNI subscription: 5.0
RII subscription: 0.29
CMP (BSE): 
Current Gains: "
TD Power System,08-09-11,"IPO Name: TD Power System
Date Opened: 08-09-11
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 6.52
HNI subscription: 0.32
RII subscription: 0.36
CMP (BSE): 
Current Gains: "
Brooks Labs,05-09-11,"IPO Name: Brooks Labs
Date Opened: 05-09-11
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.0
HNI subscription: 2.82
RII subscription: 3.36
CMP (BSE): 
Current Gains: "
Tree House,26-08-11,"IPO Name: Tree House
Date Opened: 26-08-11
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.02
HNI subscription: 1.68
RII subscription: 2.76
CMP (BSE): 
Current Gains: "
L&T Finance,12-08-11,"IPO Name: L&T Finance
Date Opened: 12-08-11
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.93
HNI subscription: 6.18
RII subscription: 9.61
CMP (BSE): 
Current Gains: "
Inventure Grow,04-08-11,"IPO Name: Inventure Grow
Date Opened: 04-08-11
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.25
HNI subscription: 9.49
RII subscription: 8.66
CMP (BSE): 
Current Gains: "
Bharatiya Glob,28-07-11,"IPO Name: Bharatiya Glob
Date Opened: 28-07-11
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.0
HNI subscription: 1.94
RII subscription: 5.06
CMP (BSE): 
Current Gains: "
Kridhan Infra,13-07-11,"IPO Name: Kridhan Infra
Date Opened: 13-07-11
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.03
HNI subscription: 1.37
RII subscription: 4.18
CMP (BSE): 
Current Gains: "
Rushil Decor,07-07-11,"IPO Name: Rushil Decor
Date Opened: 07-07-11
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.23
HNI subscription: 1.35
RII subscription: 6.57
CMP (BSE): 
Current Gains: "
Birla Pacific,07-07-11,"IPO Name: Birla Pacific
Date Opened: 07-07-11
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.04
HNI subscription: 0.17
RII subscription: 1.82
CMP (BSE): 
Current Gains: "
Timbor Home,22-06-11,"IPO Name: Timbor Home
Date Opened: 22-06-11
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.65
HNI subscription: 3.22
RII subscription: 14.22
CMP (BSE): 
Current Gains: "
VMS Industries,14-06-11,"IPO Name: VMS Industries
Date Opened: 14-06-11
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.0
HNI subscription: 1.11
RII subscription: 3.41
CMP (BSE): 
Current Gains: "
Dr Datson Labs,27-05-11,"IPO Name: Dr Datson Labs
Date Opened: 27-05-11
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.14
HNI subscription: 2.65
RII subscription: 1.84
CMP (BSE): 
Current Gains: "
Sanghvi Forging,23-05-11,"IPO Name: Sanghvi Forging
Date Opened: 23-05-11
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.0
HNI subscription: 1.82
RII subscription: 2.93
CMP (BSE): 
Current Gains: "
Innoventive Ind,13-05-11,"IPO Name: Innoventive Ind
Date Opened: 13-05-11
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.85
HNI subscription: 1.94
RII subscription: 1.48
CMP (BSE): 
Current Gains: "
Servalakshmi,12-05-11,"IPO Name: Servalakshmi
Date Opened: 12-05-11
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.34
HNI subscription: 4.21
RII subscription: 1.9
CMP (BSE): 
Current Gains: "
Future Consumer,10-05-11,"IPO Name: Future Consumer
Date Opened: 10-05-11
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.26
HNI subscription: 7.81
RII subscription: 0.61
CMP (BSE): 
Current Gains: "
Paramount Print,09-05-11,"IPO Name: Paramount Print
Date Opened: 09-05-11
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.33
HNI subscription: 3.28
RII subscription: 9.31
CMP (BSE): 
Current Gains: "
Muthoot Finance,06-05-11,"IPO Name: Muthoot Finance
Date Opened: 06-05-11
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 25.01
HNI subscription: 60.94
RII subscription: 8.5
CMP (BSE): 
Current Gains: "
Shilpi Cable,08-04-11,"IPO Name: Shilpi Cable
Date Opened: 08-04-11
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.04
HNI subscription: 6.39
RII subscription: 5.74
CMP (BSE): 
Current Gains: "
PTC India Fin,30-03-11,"IPO Name: PTC India Fin
Date Opened: 30-03-11
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 2.85
HNI subscription: 0.22
RII subscription: 1.18
CMP (BSE): 
Current Gains: "
Lovable Lingeri,24-03-11,"IPO Name: Lovable Lingeri
Date Opened: 24-03-11
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 21.87
HNI subscription: 99.87
RII subscription: 20.84
CMP (BSE): 
Current Gains: "
Sudar Ind,11-03-11,"IPO Name: Sudar Ind
Date Opened: 11-03-11
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.17
HNI subscription: 4.47
RII subscription: 2.27
CMP (BSE): 
Current Gains: "
Fineotex Chem,11-03-11,"IPO Name: Fineotex Chem
Date Opened: 11-03-11
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.0
HNI subscription: 0.22
RII subscription: 4.38
CMP (BSE): 
Current Gains: "
Acropetal Tech,10-03-11,"IPO Name: Acropetal Tech
Date Opened: 10-03-11
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.12
HNI subscription: 2.0
RII subscription: 1.21
CMP (BSE): 
Current Gains: "
Omkar Special,10-02-11,"IPO Name: Omkar Special
Date Opened: 10-02-11
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.82
HNI subscription: 5.27
RII subscription: 9.9
CMP (BSE): 
Current Gains: "
C Mahendra Expo,20-01-11,"IPO Name: C Mahendra Expo
Date Opened: 20-01-11
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.02
HNI subscription: 3.92
RII subscription: 4.82
CMP (BSE): 
Current Gains: "
Punjab & Sind,30-12-10,"IPO Name: Punjab & Sind
Date Opened: 30-12-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 49.8
HNI subscription: 22.91
RII subscription: 8.38
CMP (BSE): 
Current Gains: "
A2Z Infra Eng,23-12-10,"IPO Name: A2Z Infra Eng
Date Opened: 23-12-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.7
HNI subscription: 4.25
RII subscription: 0.33
CMP (BSE): 
Current Gains: "
Claris Life,20-12-10,"IPO Name: Claris Life
Date Opened: 20-12-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.31
HNI subscription: 2.03
RII subscription: 1.6
CMP (BSE): 
Current Gains: "
MOIL,15-12-10,"IPO Name: MOIL
Date Opened: 15-12-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.0
HNI subscription: 0.0
RII subscription: 0.0
CMP (BSE): 
Current Gains: "
RPP Infra Proj,06-12-10,"IPO Name: RPP Infra Proj
Date Opened: 06-12-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.16
HNI subscription: 7.27
RII subscription: 5.6
CMP (BSE): 
Current Gains: "
Gravita India,16-11-10,"IPO Name: Gravita India
Date Opened: 16-11-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 6.04
HNI subscription: 182.52
RII subscription: 37.34
CMP (BSE): 
Current Gains: "
Coal India,04-11-10,"IPO Name: Coal India
Date Opened: 04-11-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 24.7
HNI subscription: 25.4
RII subscription: 2.31
CMP (BSE): 
Current Gains: "
Prestige Estate,27-10-10,"IPO Name: Prestige Estate
Date Opened: 27-10-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 4.32
HNI subscription: 0.24
RII subscription: 0.08
CMP (BSE): 
Current Gains: "
BS Limited,27-10-10,"IPO Name: BS Limited
Date Opened: 27-10-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.52
HNI subscription: 3.16
RII subscription: 1.04
CMP (BSE): 
Current Gains: "
Gyscoal Alloys,27-10-10,"IPO Name: Gyscoal Alloys
Date Opened: 27-10-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.54
HNI subscription: 33.44
RII subscription: 8.0
CMP (BSE): 
Current Gains: "
Oberoi Realty,20-10-10,"IPO Name: Oberoi Realty
Date Opened: 20-10-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 22.15
HNI subscription: 3.61
RII subscription: 0.94
CMP (BSE): 
Current Gains: "
Commercial Eng,18-10-10,"IPO Name: Commercial Eng
Date Opened: 18-10-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 3.68
HNI subscription: 0.34
RII subscription: 0.38
CMP (BSE): 
Current Gains: "
Sea TV Network,14-10-10,"IPO Name: Sea TV Network
Date Opened: 14-10-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.66
HNI subscription: 40.94
RII subscription: 7.45
CMP (BSE): 
Current Gains: "
Ashoka Buildcon,14-10-10,"IPO Name: Ashoka Buildcon
Date Opened: 14-10-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 25.52
HNI subscription: 13.91
RII subscription: 3.46
CMP (BSE): 
Current Gains: "
Bedmutha Ind,14-10-10,"IPO Name: Bedmutha Ind
Date Opened: 14-10-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.67
HNI subscription: 29.19
RII subscription: 8.51
CMP (BSE): 
Current Gains: "
Va Tech Wabag,13-10-10,"IPO Name: Va Tech Wabag
Date Opened: 13-10-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 36.13
HNI subscription: 100.98
RII subscription: 8.55
CMP (BSE): 
Current Gains: "
Cantabil Retail,12-10-10,"IPO Name: Cantabil Retail
Date Opened: 12-10-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.71
HNI subscription: 3.83
RII subscription: 2.63
CMP (BSE): 
Current Gains: "
Tecpro Systems,12-10-10,"IPO Name: Tecpro Systems
Date Opened: 12-10-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 27.99
HNI subscription: 62.48
RII subscription: 9.07
CMP (BSE): 
Current Gains: "
Electrosteel St,08-10-10,"IPO Name: Electrosteel St
Date Opened: 08-10-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 5.86
HNI subscription: 28.58
RII subscription: 6.19
CMP (BSE): 
Current Gains: "
Orient Green,08-10-10,"IPO Name: Orient Green
Date Opened: 08-10-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 2.09
HNI subscription: 0.64
RII subscription: 0.18
CMP (BSE): 
Current Gains: "
Ramky Infra,08-10-10,"IPO Name: Ramky Infra
Date Opened: 08-10-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 4.52
HNI subscription: 1.45
RII subscription: 0.99
CMP (BSE): 
Current Gains: "
Career Point,06-10-10,"IPO Name: Career Point
Date Opened: 06-10-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 47.45
HNI subscription: 101.93
RII subscription: 31.74
CMP (BSE): 
Current Gains: "
Eros Intl,06-10-10,"IPO Name: Eros Intl
Date Opened: 06-10-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 25.79
HNI subscription: 73.4
RII subscription: 11.95
CMP (BSE): 
Current Gains: "
Sasta Sundar,05-10-10,"IPO Name: Sasta Sundar
Date Opened: 05-10-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 5.91
HNI subscription: 35.88
RII subscription: 11.04
CMP (BSE): 
Current Gains: "
Tirupati Inks,01-10-10,"IPO Name: Tirupati Inks
Date Opened: 01-10-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.78
HNI subscription: 23.18
RII subscription: 12.59
CMP (BSE): 
Current Gains: "
Indosolar,29-09-10,"IPO Name: Indosolar
Date Opened: 29-09-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.44
HNI subscription: 1.3
RII subscription: 1.81
CMP (BSE): 
Current Gains: "
Gujarat Pipavav,09-09-10,"IPO Name: Gujarat Pipavav
Date Opened: 09-09-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 13.2
HNI subscription: 85.7
RII subscription: 9.15
CMP (BSE): 
Current Gains: "
Prakash Steelag,25-08-10,"IPO Name: Prakash Steelag
Date Opened: 25-08-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.27
HNI subscription: 10.91
RII subscription: 6.62
CMP (BSE): 
Current Gains: "
Bajaj Consumer ,18-08-10,"IPO Name: Bajaj Consumer 
Date Opened: 18-08-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 20.19
HNI subscription: 53.49
RII subscription: 6.62
CMP (BSE): 
Current Gains: "
Bharat Fin,16-08-10,"IPO Name: Bharat Fin
Date Opened: 16-08-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 20.38
HNI subscription: 18.26
RII subscription: 2.81
CMP (BSE): 
Current Gains: "
Shri Aster,28-07-10,"IPO Name: Shri Aster
Date Opened: 28-07-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.01
HNI subscription: 12.46
RII subscription: 7.41
CMP (BSE): 
Current Gains: "
Hindustan Media,21-07-10,"IPO Name: Hindustan Media
Date Opened: 21-07-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 8.98
HNI subscription: 3.39
RII subscription: 1.0
CMP (BSE): 
Current Gains: "
Technofab Engg,16-07-10,"IPO Name: Technofab Engg
Date Opened: 16-07-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 4.28
HNI subscription: 48.85
RII subscription: 10.03
CMP (BSE): 
Current Gains: "
Parabolic Drugs,01-07-10,"IPO Name: Parabolic Drugs
Date Opened: 01-07-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.48
HNI subscription: 1.2
RII subscription: 0.4
CMP (BSE): 
Current Gains: "
Jaypee Infra,21-05-10,"IPO Name: Jaypee Infra
Date Opened: 21-05-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.77
HNI subscription: 1.15
RII subscription: 0.61
CMP (BSE): 
Current Gains: "
SJVN,20-05-10,"IPO Name: SJVN
Date Opened: 20-05-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 9.03
HNI subscription: 3.39
RII subscription: 3.12
CMP (BSE): 
Current Gains: "
GB Global,19-05-10,"IPO Name: GB Global
Date Opened: 19-05-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 7.97
HNI subscription: 10.52
RII subscription: 2.81
CMP (BSE): 
Current Gains: "
Tarapur Trans,18-05-10,"IPO Name: Tarapur Trans
Date Opened: 18-05-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.03
HNI subscription: 5.08
RII subscription: 2.74
CMP (BSE): 
Current Gains: "
NEL HOLDINGS SO,13-05-10,"IPO Name: NEL HOLDINGS SO
Date Opened: 13-05-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 2.54
HNI subscription: 0.22
RII subscription: 0.16
CMP (BSE): 
Current Gains: "
Talwalkars Fitn,10-05-10,"IPO Name: Talwalkars Fitn
Date Opened: 10-05-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 35.43
HNI subscription: 51.48
RII subscription: 8.43
CMP (BSE): 
Current Gains: "
Goenka Diamond,16-04-10,"IPO Name: Goenka Diamond
Date Opened: 16-04-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.78
HNI subscription: 2.99
RII subscription: 0.66
CMP (BSE): 
Current Gains: "
Intrasoft Tech,12-04-10,"IPO Name: Intrasoft Tech
Date Opened: 12-04-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 21.97
HNI subscription: 21.6
RII subscription: 13.51
CMP (BSE): 
Current Gains: "
Shree Ganesh,09-04-10,"IPO Name: Shree Ganesh
Date Opened: 09-04-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.38
HNI subscription: 6.13
RII subscription: 1.39
CMP (BSE): 
Current Gains: "
Persistent,06-04-10,"IPO Name: Persistent
Date Opened: 06-04-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 144.43
HNI subscription: 107.73
RII subscription: 21.69
CMP (BSE): 
Current Gains: "
Pradip Overseas,05-04-10,"IPO Name: Pradip Overseas
Date Opened: 05-04-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 8.57
HNI subscription: 45.35
RII subscription: 10.53
CMP (BSE): 
Current Gains: "
ILandFS Trans,30-03-10,"IPO Name: ILandFS Trans
Date Opened: 30-03-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 52.61
HNI subscription: 39.39
RII subscription: 4.56
CMP (BSE): 
Current Gains: "
DQ Entertain,29-03-10,"IPO Name: DQ Entertain
Date Opened: 29-03-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 93.86
HNI subscription: 272.88
RII subscription: 19.45
CMP (BSE): 
Current Gains: "
United Bank,18-03-10,"IPO Name: United Bank
Date Opened: 18-03-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 47.08
HNI subscription: 39.15
RII subscription: 9.8
CMP (BSE): 
Current Gains: "
Man Infra,11-03-10,"IPO Name: Man Infra
Date Opened: 11-03-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 96.06
HNI subscription: 104.57
RII subscription: 10.26
CMP (BSE): 
Current Gains: "
Texmo Pipes,10-03-10,"IPO Name: Texmo Pipes
Date Opened: 10-03-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.02
HNI subscription: 30.5
RII subscription: 7.26
CMP (BSE): 
Current Gains: "
ARSS Infra,03-03-10,"IPO Name: ARSS Infra
Date Opened: 03-03-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 49.34
HNI subscription: 124.53
RII subscription: 18.55
CMP (BSE): 
Current Gains: "
Hathway Cable,25-02-10,"IPO Name: Hathway Cable
Date Opened: 25-02-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.43
HNI subscription: 4.29
RII subscription: 0.28
CMP (BSE): 
Current Gains: "
DB Realty,24-02-10,"IPO Name: DB Realty
Date Opened: 24-02-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.35
HNI subscription: 1.21
RII subscription: 0.01
CMP (BSE): 
Current Gains: "
Emmbi Ind,24-02-10,"IPO Name: Emmbi Ind
Date Opened: 24-02-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.43
HNI subscription: 5.55
RII subscription: 0.46
CMP (BSE): 
Current Gains: "
Aqua Logistics,23-02-10,"IPO Name: Aqua Logistics
Date Opened: 23-02-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.26
HNI subscription: 5.07
RII subscription: 3.0
CMP (BSE): 
Current Gains: "
Thangamayil,19-02-10,"IPO Name: Thangamayil
Date Opened: 19-02-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.52
HNI subscription: 1.52
RII subscription: 2.26
CMP (BSE): 
Current Gains: "
Syncom Health,15-02-10,"IPO Name: Syncom Health
Date Opened: 15-02-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 0.99
HNI subscription: 16.6
RII subscription: 6.25
CMP (BSE): 
Current Gains: "
Vascon Engineer,15-02-10,"IPO Name: Vascon Engineer
Date Opened: 15-02-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 1.12
HNI subscription: 3.65
RII subscription: 0.62
CMP (BSE): 
Current Gains: "
Jubilant Food,08-02-10,"IPO Name: Jubilant Food
Date Opened: 08-02-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 59.39
HNI subscription: 51.95
RII subscription: 3.79
CMP (BSE): 
Current Gains: "
Infinite Comp,03-02-10,"IPO Name: Infinite Comp
Date Opened: 03-02-10
Issue Size (crores): 
Offer Price: 
List Price: 
Listing Gain: 
QIB subscription: 48.44
HNI subscription: 106.02
RII subscription: 11.08
CMP (BSE): 
Current Gains: "
